Id,성분,효능,브랜드명,스킨케어,제품명,가격,전성분표기,효능.1,피부타입,이미지url,비건인증,유니크,일반성분,고유성분,
BF7,"Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Rubus Idaeus (Raspberry) Leaf Extract, Citrus Aurantifolia (Lime) Oil, Dipropylene Glycol, Hexyldecyl Ethylhexanoate, 1,2-Hexanediol, Dimethicone, Pentaerythrityl Tetraethylhexanoate, Trisodium EDTA, Tromethamine, Calendula Officinalis Flower Extract, Poncirus Trifoliata Fruit Extract, Water, Jasminum Officinale (Jasmine) Extract, Hamamelis Virginiana (Witch Hazel) Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hyaluronate, Pelargonium Graveolens Flower Oil, Glycerin, Cyclopentasiloxane, Butylene Glycol, Stellaria Media (Chickweed) Extract, Alcohol Denat., Betaine, Avena Sativa (Oat) Kernel Extract, Corchorus Olitorius Leaf Extract, Limonene","용매: 7, 보습/진정: 4, 보습/수분 공급: 4, 향료: 3, 점도조절 성분: 3, 피부와 유사한 성분: 2, 항균: 1, 항산화: 1, 수분 조절: 1, 완충화제: 1, 철합제: 1, 냄새 방지: 1, 유화 안정화: 1, 진정: 1",빌리프,스킨/토너,위치헤이즐 허벌 익스트랙트 토너 200,1650,"정제수,다이프로필렌글라이콜,글리세린,1??2-헥산다이올,헥실데실에틸헥사노에이트,펜타에리스리틸테트라에틸헥사노에이트,변성알코올,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,탱자추출물,버지니아풍년화추출물,몰로키아잎추출물,커먼자스민추출물,베타인,사이클로펜타실록세인,부틸렌글라이콜,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,다이메티콘,소듐하이알루로네이트,트라이소듐이디티에이,센티드제라늄꽃오일,로즈마리잎오일,오렌지껍질오일,라임전초오일,리모넨","수분,영양",건성,https://belifmall.com/web/product/big/202308/38550f0e692cc96f6667e98088afa782.jpg,한국비건인증원,0,14,,
BF8,"Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Rubus Idaeus (Raspberry) Leaf Extract, Citrus Aurantifolia (Lime) Oil, 1,2-Hexanediol, Hydroxypropyl Cyclodextrin, PEG-40 Hydrogenated Castor Oil, PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin, PEG/PPG-17/6 Copolymer, Polyglutamic Acid, Phenyl Trimethicone, Panthenol, Trisodium EDTA, Tromethamine, Calendula Officinalis Flower Extract, Water, Octyldodeceth-16, Citrus Aurantium Dulcis (Orange) Peel Oil, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citronellol, Sodium Hyaluronate, Glyceryl Acrylate/Acrylic Acid Copolymer, Pelargonium Graveolens Flower Oil, Glycerin, Glycereth-26, Salvia Officinalis (Sage) Leaf Extract, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Stellaria Media (Chickweed) Extract, Alcohol Denat., Betaine, Beta-Glucan, Monarda Didyma Leaf Extract, Avena Sativa (Oat) Kernel Extract, Biosaccharide Gum-1, Corchorus Olitorius Leaf Extract, Methylpropanediol, Portulaca Oleracea Extract, Limonene","보습/수분 공급: 12, 용매: 7, 진정: 5, 보습/진정: 4, 향료: 4, 점도조절 성분: 4, 항산화: 2, 냄새 방지: 2, 유화성분: 2, 피부와 유사한 성분: 2, 세정/클렌징: 2, 항균: 1, 수분 조절: 1, 완충화제: 1, 철합제: 1, 유화 안정화: 1, 보존: 1",빌리프,스킨/토너,베르가못 허벌 익스트랙트 토너 200,1650,"정제수,글리세린,변성알코올,부틸렌글라이콜,1??2-헥산다이올,베타인,비스-피이지-18메틸에터다이메틸실레인,글리세레스-26,메틸프로판다이올,판테놀,피이지/피피지-17/6코폴리머,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,피이지-40하이드로제네이티드캐스터오일,하이드록시프로필사이클로덱스트린,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,옥틸도데세스-16,트로메타민,폴리글루타믹애씨드,페닐트라이메티콘,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,트라이소듐이디티에이,바이오사카라이드검-1,소듐하이알루로네이트,베타-글루칸,몰로키아잎추출물,베르가못잎추출물,살비아잎추출물,쇠비름추출물,에틸헥실글리세린,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,오렌지껍질오일,라임전초오일,센티드제라늄꽃오일,로즈마리잎오일,리모넨,시트로넬올",수분,"중성, 복합성",https://belifmall.com/web/product/big/202308/dd8d924083bdca3820d3ff8b3bf64210.jpg,한국비건인증원,0,17,,
BF9,"Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Rosa Canina Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Rubus Idaeus (Raspberry) Leaf Extract, Citrus Aurantifolia (Lime) Oil, Dipropylene Glycol, 1,2-Hexanediol, PEG-40 Hydrogenated Castor Oil, Panthenol, Trisodium EDTA, Calendula Officinalis Flower Extract, Water, Eucalyptus Globulus Leaf Extract, Octyldodeceth-16, Citrus Aurantium Dulcis (Orange) Peel Oil, Mentha Suaveolens Leaf Extract, Citric Acid, Citronellol, Sodium Polyacrylate, Sodium Citrate, Pelargonium Graveolens Flower Oil, Butylene Glycol, Stellaria Media (Chickweed) Extract, Alcohol Denat., Avena Sativa (Oat) Kernel Extract, Limonene","용매: 6, 향료: 5, 수분 조절: 3, 완충화제: 2, 철합제: 2, 유화성분: 2, 보습/수분 공급: 2, 진정: 2, 점도조절 성분: 2, 항균: 1, 항산화: 1, 냄새 방지: 1, 유화 안정화: 1, 세정/클렌징: 1",빌리프,스킨/토너,유칼립투스 허벌 익스트랙트 토너 200,1650,"정제수,변성알코올,다이프로필렌글라이콜,1??2-헥산다이올,부틸렌글라이콜,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,유칼립투스잎추출물,애플민트잎추출물,로즈힙열매추출물,판테놀,피이지-40하이드로제네이티드캐스터오일,옥틸도데세스-16,소듐시트레이트,시트릭애씨드,트라이소듐이디티에이,소듐폴리아크릴레이트,오렌지껍질오일,라임전초오일,센티드제라늄꽃오일,로즈마리잎오일,시트로넬올,리모넨","수분,피부손상방지",지성,https://belifmall.com/web/product/big/202308/cc7ab0c7cdcc3c810821337370b48ba8.jpg,한국비건인증원,0,14,4,
DS1,"Hydroxyacetophenone, Bakuchiol, Moringa Oleifera Seed Oil, Eclipta Prostrata Leaf Extract, Ceramide NP, Sodium Polyacryloyldimethyl Taurate, Hydrolyzed Hyaluronic Acid, Fructooligosaccharides, Resveratrol, Laminaria Japonica Extract, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Simmondsia Chinensis Seed Oil, 1,2-Hexanediol, Eclipta Prostrata Extract, Hydrogenated Polydecene, Dimethiconol, Hydrogenated Lecithin, Dimethicone/Vinyl Dimethicone Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Palmitic Acid, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Titanium Dioxide, Triethoxycaprylylsilane, Trisiloxane, Tocopherol, Cholesterol, Collagen, Anthemis Nobilis Flower Oil, Euphorbia Cerifera (Candelilla) Wax, Caprylyl Glycol, Caprylic/Capric Triglyceride, Water, Xanthan Gum, Melia Azadirachta Leaf Extract, Isononyl Isononanoate, Olea Europaea (Olive) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Ethylhexylglycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Aluminum Hydroxide, Adenosine, Agar, Stearic Acid, Squalane, Butyrospermum Parkii (Shea) Butter, Sorbitan Olivate, Sodium Hyaluronate, Sodium Polyacrylate, Pelargonium Graveolens Flower Oil, Glycerin, Cetearyl Olivate, Cetearyl Alcohol, Glutathione, Cyanocobalamin, Vinyl Dimethicone, Butylene Glycol, Betaine, Beta-Glucan, Juniperus Mexicana Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Cyamopsis Tetragonoloba (Guar) Gum, Leuconostoc/Radish Root Ferment Filtrate","보습/진정: 14, 보습/수분 공급: 11, 점도조절 성분: 10, 피부와 유사한 성분: 6, 유화성분: 5, 항산화: 4, 유화 안정화: 4, 용매: 4, 향료: 3, 항균: 2, 세포대화성분: 2, 냄새 방지: 2, 보존: 2, 진정: 2, 철합제: 1, 착색제: 1, 자외선 차단: 1, 세정/클렌징: 1",닥터슈라클,로션/크림,비건 액티브 베리 퍼밍 아이크림 32,10625,"정제수,부틸렌글라이콜,글리세린,카프릴릭/카프릭트라이글리세라이드,세테아릴알코올,비닐다이메티콘,세테아릴올리베이트,솔비탄올리베이트,아이소노닐아이소노나노에이트,메도우폼씨오일,베타인,시어버터,호호바씨오일,크랜베리추출물,한련초추출물,다시마추출물,한련초잎추출물,인도멀구슬나무잎추출물,포도씨오일,소듐하이알루로네이트,올리브오일,센티드제라늄꽃오일,라벤더오일,캐모마일꽃오일,오렌지껍질오일,멕시칸주니퍼오일,하이드로제네이티드레시틴,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,칸데릴라왁스,하이드로제네이티드폴리데센,소듐폴리아크릴로일다이메틸타우레이트,다이메티콘/비닐다이메티콘크로스폴리머,다이메티콘올,트라이실록세인,잔탄검,아데노신,다이소듐이디티에이,구아검,아가,소듐폴리아크릴레이트,글루타티온,스쿠알란,콜레스테롤,토코페롤,사이아노코발아민,티타늄디옥사이드,팔미틱애씨드,스테아릭애씨드,콜라겐,드럼스틱씨오일,류코노스톡/무발효여과물,프룩토올리고사카라이드,레스베라트롤,바쿠치올,베타-글루칸,세라마이드엔피,하이드롤라이즈드하이알루로닉애씨드,알루미늄하이드록사이드,트라이에톡시카프릴릴실레인,1??2-헥산다이올,하이드록시아세토페논,에틸헥실글리세린,카프릴릴글라이콜",안티에이징,건성,https://lghmaltr8820.cdn-nhncommerce.com/data/goods/23/08/33/1562/1562_detail_069.png,"한국비건인증원,ANIMAL FRIENDLY",2,16,4,
BF10,"Macadamia Ternifolia Seed Oil, Glyceryl Stearate, Ceramide NP, Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Rosa Damascena Flower Extract, Alchemilla Vulgaris Leaf Extract, Achillea Millefolium Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Rubus Idaeus (Raspberry) Leaf Extract, Citrus Aurantifolia (Lime) Oil, Dipropylene Glycol, Salix Alba (Willow) Bark Extract, 1,2-Hexanediol, Hydrogenated Lecithin, Dimethicone, PEG-100 Stearate, Polysorbate 60, Panthenol, Triethylhexanoin, Tromethamine, Cholesterol, Symphytum Officinale Leaf Extract, Caprylic/Capric Triglyceride, Carbomer, Calendula Officinalis Flower Extract, Menyanthes Trifoliata Leaf Extract, Geraniol, Water, Citrus Aurantium Dulcis (Orange) Peel Oil, C14-22 Alcohols, Euphrasia Officinalis Extract, Arachidyl Glucoside, Citronellol, Citral, Stearic Acid, Squalane, Butyrospermum Parkii (Shea) Butter, Pelargonium Graveolens Flower Oil, Glycerin, Thuja Occidentalis Leaf Extract, Viola Tricolor Extract, Trifolium Pratense (Clover) Flower Extract, Butylene Glycol, Stellaria Media (Chickweed) Extract, Alcohol Denat., Avena Sativa (Oat) Kernel Extract, Spiraea Ulmaria Flower Extract, Althaea Officinalis Root Extract, Limonene, Linalool","보습/진정: 10, 향료: 9, 용매: 6, 유화성분: 5, 항산화: 4, 보습/수분 공급: 4, 피부와 유사한 성분: 4, 진정: 3, 세정/클렌징: 3, 점도조절 성분: 3, 수분 조절: 2, 냄새 방지: 2, 유화 안정화: 2, 항균: 1, 완충화제: 1, 미백: 1",빌리프,스킨/토너,빌리프 모이스처라이징 밤 토너 200,1700,"정제수,변성알코올,글리세린,트라이에틸헥사노인,카프릴릭/카프릭트라이글리세라이드,다이프로필렌글라이콜,1??2-헥산다이올,하이드로제네이티드레시틴,판테놀,카보머,트로메타민,C14-22알코올,스쿠알란,부틸렌글라이콜,폴리솔베이트60,마카다미아씨오일,아라키딜글루코사이드,시어버터,글리세릴스테아레이트,스테아릭애씨드,세라마이드엔피,콜레스테롤,다이메티콘,피이지-100스테아레이트,레이디스맨틀잎추출물,마시멜로뿌리추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,삼색제비꽃추출물,포트마리골드꽃추출물,귀리커넬추출물,개박하추출물,라즈베리잎추출물,별꽃추출물,와일드인디고뿌리추출물,아이브라이트추출물,서양측백나무잎추출물,컴프리잎추출물,서양톱풀꽃추출물,붉은토끼풀꽃추출물,조름나물잎추출물,흰버드나무껍질추출물,오렌지껍질오일,라임전초오일,센티드제라늄꽃오일,로즈마리잎오일,리모넨,시트로넬올,제라니올,시트랄,리날룰","수분,보습,영양",건성,https://belifmall.com/web/product/big/202309/fc1575382749b5fe2d00a444b7e69a8d.jpg,한국비건인증원,1,15,,
EH10,"Lactobacillus Ferment Lysate, Ceramide NP, Rosa Canina Fruit Oil, Lactococcus Ferment Extract, Lactobacillus Ferment, Salix Alba (Willow) Bark Extract, Phytosterols, Melaleuca Alternifolia (Tea Tree) Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Niacinamide, Asiatic Acid, Asiaticoside, Bifida Ferment Extract, Centella Asiatica Extract, Betaine Salicylate, Madecassic Acid, Madecassoside","항산화: 3, 보습/수분 공급: 3, 진정: 3, 여드름 예방: 1, 항균: 1, 세포대화성분: 1, 보습/진정: 1, 각질 제거: 1, 향료: 1, 보존: 1, 미백: 1, 피부와 유사한 성분: 1",에센허브,에센스/세럼/앰플,에센허브 티트리 프로바이오틱스 스팟 겔 20,17000,"흰버드나무껍질추출물,티트리잎오일,로즈힙열매오일,베타인살리실레이트,티트리추출물,병풀추출물,마데카소사이드,아시아티코사이드,마데카식애씨드,아시아틱애씨드,락토코쿠스발효추출물,비피다발효추출물,락토바실러스발효용해물,락토바실러스발효물,나이아신아마이드,피토스테롤,세라마이드엔피",트러블케어,"지성, 여드름성",https://shop-phinf.pstatic.net/20230524_130/16848904217266XmC3_JPEG/16826899499388052_468908077.jpg?type=f295_381,EVE VEGAN,2,10,,
IG1,"Glycyrrhiza Uralensis (Licorice) Root Extract, Artemisia Capillaris Extract, Vincetoxicum Atratum Extract, Polyacrylate Crosspolymer-6, Glyceryl Glucoside, Disodium EDTA, Hibiscus Sabdariffa Flower Extract, 1,2-Hexanediol, PEG-60 Almond Glycerides, Propanediol, Panthenol, C12-14 Alketh-12, Caprylyl Glycol, Capryloyl Salicylic Acid, Carbomer, Artemisia Annua Extract, Water, Nordihydroguaiaretic Acid, Gaultheria Procumbens (Wintergreen) Leaf Extract, Oleanolic Acid, Ethylhexylglycerin, Enantia Chlorantha Bark Extract, Allantoin, Adenosine, Citric Acid, Sodium Hyaluronate, Sodium Citrate, Glycerin, Glycereth-26, Glucose, t-Butyl Alcohol, Butylene Glycol, Lespedeza Capitata Leaf/Stem Extract, Alcohol Denat., Betaine, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Maltodextrin, Limonene","보습/수분 공급: 10, 용매: 6, 점도조절 성분: 4, 냄새 방지: 3, 유화 안정화: 3, 완충화제: 2, 철합제: 2, 보습/진정: 2, 피부와 유사한 성분: 2, 진정: 2, 흡수제: 1, 항균: 1, 항산화: 1, 수분 조절: 1, 세포대화성분: 1, 유화성분: 1, 각질 제거: 1, 향료: 1, 보존: 1",이즈그린,스킨/토너,이즈그린  비건 토너 125,3120,"정제수,부틸렌글라이콜,글리세린,글리세레스-26,변성알코올,1??2-헥산다이올,베타인,글리세릴글루코사이드,판테놀,C12-14알케스-12,알란토인,에틸헥실글리세린,소듐시트레이트,폴리아크릴레이트크로스폴리머-6,아데노신,개똥쑥추출물,사철쑥추출물,시트릭애씨드,다이소듐이디티에이,글루코오스,감초뿌리추출물,히비스커스꽃추출물,파스향나무잎추출물,카프릴로일살리실릭애씨드,백미꽃추출물,베르가모트오일,리모넨,말토덱스트린,소듐하이알루로네이트,t-부틸알코올,카프릴릴글라이콜,에난티아클로란타껍질추출물,프로판다이올,피이지-60아몬드글리세라이즈,레스페데자카피타타잎/줄기추출물,올레아놀릭애씨드,카보머,노르다이하이드로구아이아레틱애씨드","각질제거, 피지조절","민감성,트러블용",https://shop-phinf.pstatic.net/20210428_11/1619575636427uO8nx_JPEG/20711416150349790_731463530.jpg?type=f396,한국비건인증원,1,18,,
HT8,"Hydrogenated Rice Bran Oil, Sorbitan Caprylate, Hydroxyacetophenone, Glyceryl Stearate, Ceramide NP, Brassica Oleracea Acephala Leaf Extract, Lecithin, Diisostearyl Malate, 1,2-Hexanediol, Synthetic Beeswax, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Vegetable Oil, Hydrogenated Lecithin, Diglycerin, Phytosterols, Pistacia Vera Seed Oil, Propanediol, Dextrin, Polyglyceryl-10 Stearate, Polyglyceryl-3 Methylglucose Distearate, Pentylene Glycol, Palmitic Acid, Tromethamine, Tocopherol, Salvia Sclarea (Clary) Oil, Caprylyl Glycol, Caprylic/Capric Triglyceride, Theobroma Cacao (Cocoa) Seed Extract, Carbomer, Water, Xanthan Gum, Citrus Grandis (Grapefruit) Peel Oil, Olea Europaea (Olive) Fruit Oil, Ethylhexylglycerin, Niacinamide, Carapa Guianensis Seed Oil, Asiaticoside, Adenosine, Stearic Acid, Squalane, Butyrospermum Parkii (Shea) Butter, Sorbitan Isostearate, Sorbitan Olivate, Sodium Phytate, Glycerin, Cetyl Ethylhexanoate, Cetearyl Olivate, Cetearyl Alcohol, Butylene Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Ocimum Basilicum (Basil) Oil, Macadamia Integrifolia Seed Oil, Limonene, Linalool","보습/진정: 13, 유화성분: 11, 보습/수분 공급: 9, 점도조절 성분: 7, 용매: 6, 유화 안정화: 5, 피부와 유사한 성분: 5, 냄새 방지: 4, 항산화: 3, 향료: 3, 세포대화성분: 2, 세정/클렌징: 2, 흡수제: 1, 여드름 예방: 1, 완충화제: 1, 철합제: 1, 보존: 1, 미백: 1",허스텔러,로션/크림,원더 베지 인리치드 크림 50,6800,"케일잎추출물,부틸렌글라이콜,프로판다이올,세테아릴알코올,카프릴릭/카프릭트라이글리세라이드,하이드로제네이티드폴리(C6-14올레핀),세틸에틸헥사노에이트,다이글리세린,폴리글리세릴-3메틸글루코오스다이스테아레이트,시어버터,다이아이소스테아릴말레이트,나이아신아마이드,퀸즈랜드넛오일,1??2-헥산다이올,펜틸렌글라이콜,글리세릴스테아레이트,올리브오일,안디로바씨오일,피스타치오씨오일,세라마이드엔피,피토스테롤,하이드로제네이티드쌀겨오일,하이드로제네이티드식물성오일,아시아티코사이드,스쿠알란,토코페롤,아데노신,하이드로제네이티드레시틴,레시틴,바질오일,베르가모트오일,클레리오일,왕귤껍질오일,카카오씨추출물,세테아릴올리베이트,솔비탄올리베이트,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,하이드록시아세토페논,팔미틱애씨드,스테아릭애씨드,트로메타민,글리세린,솔비탄아이소스테아레이트,에틸헥실글리세린,소듐파이테이트,합성비즈왁스,폴리글리세릴-10스테아레이트,덱스트린,카보머,잔탄검,솔비탄카프릴레이트,카프릴릴글라이콜,정제수,리모넨,리날룰",보습,모든피부,https://shop-phinf.pstatic.net/20230808_201/1691489546939Ey7tW_JPEG/1648841740856117_1941427970.jpg?type=m510,"PETA, EVE VEGAN",3,15,11,
BF5,"Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Rosa Canina Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Rubus Idaeus (Raspberry) Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract, Dipotassium Glycyrrhizate, 1,2-Hexanediol, Hydroxyethylpiperazine Ethane Sulfonic Acid, Hydroxyethyl Urea, Propanediol, Polyglyceryl-10 Oleate, Polyglyceryl-10 Stearate, Melaleuca Alternifolia (Tea Tree) Extract, Tromethamine, Totarol, 4-Terpineol, Calendula Officinalis Flower Extract, Geraniol, Water, Eucalyptus Globulus Leaf Extract, Arctium Lappa Root Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Echinacea Angustifolia Extract, Mentha Suaveolens Leaf Extract, Niacinamide, Citronellol, Sodium Hyaluronate, Pelargonium Graveolens Flower Oil, Glycerin, Butylene Glycol, Stellaria Media (Chickweed) Extract, Beta-Glucan, Avena Sativa (Oat) Kernel Extract, Limonene, Linalool","보습/수분 공급: 9, 향료: 7, 용매: 5, 진정: 5, 항산화: 3, 냄새 방지: 3, 수분 조절: 2, 완충화제: 2, 피부와 유사한 성분: 2, 여드름 예방: 1, 세포대화성분: 1, 유화성분: 1, 미백: 1",빌리프,스킨/토너,빌리프 프라블럼 솔루션 비건 토너 150,2333,"정제수,프로판다이올,나이아신아마이드,1??2-헥산다이올,하이드록시에틸우레아,하이드록시에틸피페라진에탄설포닉애씨드,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,우엉뿌리추출물,로즈마리잎추출물,라벤더꽃추출물,에키네시아추출물,티트리추출물,유칼립투스잎추출물,애플민트잎추출물,로즈힙열매추출물,토타롤,4-터피네올,글리세린,부틸렌글라이콜,폴리글리세릴-10스테아레이트,폴리글리세릴-10올리에이트,트로메타민,소듐하이알루로네이트,다이포타슘글리시리제이트,베타-글루칸,오렌지껍질오일,센티드제라늄꽃오일,리모넨,시트로넬올,제라니올,리날룰","진정,트러블","지성, 민감성",https://belifmall.com/web/product/big/202309/305ebb38924d2807e8607a89e30abdd3.jpg,한국비건인증원,2,11,4,
BF6,"Saccharomyces/Potato Extract Ferment Filtrate, Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Alchemilla Vulgaris Leaf Extract, Lactobacillus/Soybean Ferment Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Lactobacillus Ferment, Rubus Idaeus (Raspberry) Leaf Extract, Citrus Aurantifolia (Lime) Oil, Lauryl Dimethicone/Polyglycerin-3 Crosspolymer, Dipropylene Glycol, Saccharomyces/Barley Seed Ferment Filtrate, 1,2-Hexanediol, PEG-40 Hydrogenated Castor Oil, Polyquaternium-51, Polymethylsilsesquioxane, Dextrin, Phenyl Trimethicone, Panthenol, Triethylhexanoin, Trisodium EDTA, Tromethamine, Curcuma Longa (Turmeric) Root Extract, Theobroma Cacao (Cocoa) Seed Extract, Calendula Officinalis Flower Extract, Geraniol, Water, Xylitylglucoside, Xylitol, Citrus Aurantium Dulcis (Orange) Peel Oil, Ethylhexylglycerin, Algin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Urtica Dioica (Nettle) Leaf Extract, Citronellol, Citral, Equisetum Arvense Leaf Extract, Sorbitol, Pelargonium Graveolens Flower Oil, Glycerin, Glycereth-26, Glucose, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Centella Asiatica Leaf Extract, Stellaria Media (Chickweed) Extract, Avena Sativa (Oat) Kernel Extract, Biosaccharide Gum-1, Anhydroxylitol, Madecassoside, Limonene, Linalool","보습/수분 공급: 16, 향료: 8, 진정: 7, 보습/진정: 5, 용매: 5, 점도조절 성분: 5, 항산화: 4, 냄새 방지: 3, 세정/클렌징: 3, 수분 조절: 2, 보존: 2, 흡수제: 1, 완충화제: 1, 철합제: 1, 유화성분: 1, 유화 안정화: 1, 피부와 유사한 성분: 1",빌리프,스킨/토너,시카 수딩 토너 200,1750,"정제수,다이프로필렌글라이콜,글리세레스-26,1??2-헥산다이올,글리세린,별꽃추출물,레이디스맨틀잎추출물,쇠뜨기잎추출물,쐐기풀잎추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,마데카소사이드,병풀잎추출물,덱스트린,카카오씨추출물,부틸렌글라이콜,솔비톨,비스-피이지-18메틸에터다이메틸실레인,판테놀,피이지-40하이드로제네이티드캐스터오일,트라이에틸헥사노인,자일리틸글루코사이드,락토바실러스/콩발효추출물,페닐트라이메티콘,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,안하이드로자일리톨,트로메타민,효모/감자추출물발효여과물,락토바실러스발효물,울금뿌리추출물,효모/보리씨발효여과물,자일리톨,라우릴다이메티콘/폴리글리세린-3크로스폴리머,폴리메틸실세스퀴옥세인,폴리쿼터늄-51,알진,글루코오스,트라이소듐이디티에이,에틸헥실글리세린,바이오사카라이드검-1,오렌지껍질오일,라임전초오일,로즈마리잎오일,센티드제라늄꽃오일,시트랄,시트로넬올,리모넨,제라니올,리날룰","보습,진정",민감성,https://belifmall.com/web/product/big/202309/1953e969ff4f19163420973814fee5a2.jpg,한국비건인증원,1,16,,
